#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cpacific" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cpacific" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cpacific">
#                <taxonset id="TaxonSet.cpacific" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cpacific" name="distribution" x="@birthRate.t:cpacific">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:cpacific" name="distribution">
#            <parameter id="clockRate.c:cpacific" name="x">1.0</parameter>
#            <Uniform id="Uniform.01" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="gamma_shapePrior_CTMC" name="distribution">
#            <parameter id="gamma_shape_s" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <distribution id="EastPolynesian.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="EastPolynesian" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Hawaiian" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Maori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Marquesan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Mangareva" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rarotongan" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Tuamotu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="SouthIslandMaori" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="TahitianModern" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="RapanuiEasterIsland" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Normal id="Normal.0" name="distr">
#                <parameter estimate="false" id="RealParameter.01" name="mean">1000.0</parameter>
#                <parameter estimate="false" id="RealParameter.02" name="sigma">100.0</parameter>
#            </Normal>
#        </distribution>
#        <distribution id="NewZealand.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cpacific">
#            <taxonset id="NewZealand" spec="beast.evolution.alignment.TaxonSet">
#                <taxon idref="Maori"/>
#                <taxon idref="SouthIslandMaori"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.01" meanInRealSpace="true" name="distr" offset="704.0">
#                <parameter estimate="false" id="RealParameter.05" name="M">90.0</parameter>
#                <parameter estimate="false" id="RealParameter.06" lower="0.0" name="S" upper="5.0">0.8</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution id="treeLikelihood.cpacific" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:cpacific">
#            <data ascertained="true" data="@cpacific" excludeto="1" filter="::" id="bin.cpacific" spec="beast.evolution.alignment.FilteredAlignment">
#                <userDataType id="Binary.0" spec="beast.evolution.datatype.Binary"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:cpacific" shape="@gamma_shape_s" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="proportionInvariant.s:cpacific" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="CTMC.s:cpacific" spec="beast.evolution.substitutionmodel.GeneralSubstitutionModel">
#                    <parameter dimension="2" estimate="false" id="rates.s:cpacific" lower="0.0" name="rates">1.0 1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:cpacific" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="2" id="freqParameter.s:cpacific" lower="0.0" name="frequencies" upper="1.0">0.5</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:cpacific" id="StrictClock.c:cpacific" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.cpacific	TreeHeight.t:cpacific	gamma_shape_s	YuleModel.t:cpacific	birthRate.t:cpacific	freqParameter.s:cpacific1	freqParameter.s:cpacific2	clockRate.c:cpacific	logP(mrca(NewZealand))	mrcatime(NewZealand)	logP(mrca(EastPolynesian))	mrcatime(EastPolynesian)	
26180000	-8696.00596382195	-8527.943469845499	-168.06249397645087	-8527.943469845499	3476.8967514588567	0.8345428585411531	-155.74991517558146	6.865974593579021E-4	0.9431992830584809	0.056800716941520425	3.761440443004561E-5	-4.932041665873233	772.9896284116096	-6.545994276455012	1142.9605230308177	
26190000	-8697.819790882046	-8524.336737454254	-173.48305342779162	-8524.336737454254	4350.705403811366	0.8345428585411531	-159.29057923595093	4.316368960917723E-4	0.9477823037327248	0.052217696267276584	3.477912194958381E-5	-4.81900362531442	765.5873475438715	-8.538927707985126	1245.5532116993122	
26200000	-8692.729020330307	-8521.998861078164	-170.7301592521431	-8521.998861078164	4147.418785222417	0.9576290275494578	-157.57934892729767	8.973947191594361E-4	0.9437880601545918	0.056211939845409516	3.9960026233997854E-5	-4.686227082986528	726.8948667406594	-7.506954214309445	1199.1404275940313	
26210000	-8696.12837980648	-8525.586322816442	-170.5420569900377	-8525.586322816442	3814.54227480992	0.9034887201403229	-156.70153554763542	7.35805117178207E-4	0.9472236842565872	0.052776315743414175	3.293886150740405E-5	-4.991105041254609	776.7063735517709	-7.945927681007353	1220.0826645519628	
26220000	-8689.0163735949	-8521.259223060848	-167.75715053405378	-8521.259223060848	3373.775795909489	0.8699701574001085	-155.56137398247603	0.0011699340786573782	0.9485221387512923	0.05147786124870905	3.9128768508308933E-5	-4.638860624089503	751.7632574159732	-6.686945770088117	1152.5016098862798	
26230000	-8692.131973506896	-8521.418530520541	-170.71344298635452	-8521.418530520541	3770.219867764095	0.8854074813206302	-156.70259617370928	6.123590563790907E-4	0.9443930478464422	0.05560695215355912	3.723453757403378E-5	-5.413589078875835	802.2749954269173	-7.7118502524487695	1209.176553813089	
26240000	-8691.954594564431	-8525.352643388793	-166.60195117563939	-8525.352643388793	3620.7093555121205	0.7548225996916492	-155.16095440839968	8.538377765595249E-4	0.9477865955723438	0.052213404427657484	3.6950134159067485E-5	-4.648114090508868	728.4272449391627	-6.038060077039207	1101.3855372177356	
26250000	-8696.599136874664	-8529.808720689234	-166.79041618543008	-8529.808720689234	3303.0990593659303	0.9891862726695557	-155.08099162404483	0.0010047619631865239	0.9450024210180844	0.054997578981916775	3.9061742058029333E-5	-4.6018607790055155	747.9536771282847	-6.118377509710187	1109.0200706766807	
26260000	-8692.06508245796	-8523.981596219739	-168.08348623822152	-8523.981596219739	3698.1912246430516	0.8540499710830184	-155.89335693687653	8.965291153418886E-4	0.9476858338883607	0.05231416611164049	3.754416529799598E-5	-4.914767898564552	721.4925752286161	-6.421311431697438	1133.9554188903662	
26270000	-8690.979389273423	-8521.457351160803	-169.52203811261958	-8521.457351160803	3154.5183654583725	0.9537833969353031	-155.00540954618262	7.529514240081251E-4	0.9476858338883607	0.05231416611164049	3.6339648240492174E-5	-6.160219690287802	712.2207688857313	-7.402625479213864	1193.8306869420371	
26280000	-8697.172232311157	-8525.960223483002	-171.21200882815478	-8525.960223483002	3882.9515019247533	0.8123360135011821	-158.14186088956976	9.842110597170963E-4	0.954306738012467	0.045693261987534095	3.141334610142299E-5	-4.569887644527869	743.4495037389781	-7.687924280555956	1208.0295921912646	
26290000	-8695.244223010252	-8524.99393791656	-170.25028509369128	-8524.99393791656	3425.6394240045433	0.801910704717255	-155.42401077596577	7.335066871835399E-4	0.9543982193321203	0.04560178066788073	2.923209307004517E-5	-5.4686332673838844	715.6902620282252	-8.555730345624362	1246.2365377612184	
26300000	-8690.979834004163	-8521.910163220684	-169.06967078348035	-8521.910163220684	4226.508321921366	0.8488547432006838	-156.94469841845984	8.240435024462452E-4	0.9439812650451634	0.05601873495483754	3.6595389449862304E-5	-4.719181088607024	758.4557204440334	-6.55693653321278	1143.7238890386714	
26310000	-8700.657185644022	-8530.340408799773	-170.31677684424892	-8530.340408799773	3645.475032218552	0.9443118737914318	-156.17326358624774	9.002605240561424E-4	0.946305207326783	0.05369479267321805	3.5456753809912244E-5	-4.593034903924902	731.6859340992162	-8.606166480284863	1248.2763686335088	
26320000	-8698.41377720762	-8526.455747970864	-171.95802923675507	-8526.455747970864	3482.5889159485673	0.9447951498226818	-158.63966718324667	0.0013441896194719054	0.9388744171882636	0.06112558281173744	4.4211395952467944E-5	-5.288979567603208	794.8023577291071	-7.084587336082504	1176.6623115941677	
26330000	-8690.233387738452	-8523.683256069555	-166.55013166889717	-8523.683256069555	3412.2064403989816	0.8882769082477644	-154.29705192222974	7.120279506884581E-4	0.9443587087432864	0.055641291256714555	3.937538909692233E-5	-4.661604854907889	753.8071069834705	-6.70319798351175	1153.56361967074	
26340000	-8695.224355811277	-8524.80403944108	-170.42031637019628	-8524.80403944108	3661.541756491104	0.8882769082477644	-156.62890238752334	9.877556415361258E-4	0.9443587087432864	0.055641291256714555	3.6427316897964144E-5	-4.719495949393293	758.4796957109002	-8.183641125031876	1230.6309782244837	
26350000	-8689.370277871263	-8522.003997211708	-167.3662806595541	-8522.003997211708	3108.1208754405784	0.9442856939500105	-154.34435253591332	8.478548319931677E-4	0.939806973233527	0.06019302676647398	4.3446153931712676E-5	-4.844190626660035	767.2809501596045	-7.233451803030736	1184.8968947190824	
26360000	-8701.546174754429	-8524.713008139523	-176.8331666149059	-8524.713008139523	3694.8170572634162	0.8784569672141429	-160.843403351883	0.0011226056476494985	0.9451875106171005	0.05481248938290045	3.3292773305102616E-5	-4.559194406031903	740.8772655160169	-10.552111889776842	1317.1120675907518	
26370000	-8696.146984224099	-8522.507647498642	-173.6393367254561	-8522.507647498642	3969.9625964581473	1.0199957201536833	-157.68537894529197	5.408072061831831E-4	0.9382037116878039	0.06179628831219698	3.918749811676647E-5	-5.522768010199791	808.8415609669676	-9.411194049810668	1278.8219980782687	
26380000	-8690.712660520641	-8521.440107510338	-169.27255301030388	-8521.440107510338	3339.1204156061	0.9644019363562812	-156.80229886556873	0.0012368495543455401	0.9459596471916754	0.05404035280832559	3.959696729899313E-5	-5.393024893971063	716.2372508040103	-6.112827314407798	1108.509777920244	
26390000	-8689.694168382692	-8521.327568446733	-168.3665999359589	-8521.327568446733	4355.926381329861	0.9637832512522888	-156.5047242263638	6.070237577219246E-4	0.939012812124183	0.0609871878758179	4.3081349479317355E-5	-4.5616794757806645	735.5517583673969	-6.336412982562129	1127.4601320703352	
26400000	-8692.97526882174	-8522.834373334255	-170.14089548748396	-8522.834373334255	4479.232398481739	0.8416109041513524	-156.97639768981682	6.302164986161E-4	0.9396040633519078	0.06039593664809301	4.1046141577936427E-5	-5.11788416332452	718.7530206602778	-7.205002730191243	1183.351793609906	
26410000	-8690.826444178034	-8518.219735200051	-172.60670897798212	-8518.219735200051	4032.7780135042053	0.8794146968856691	-157.51205832899652	7.20253329546047E-4	0.9485666838913045	0.05143331610869627	3.3258332351548286E-5	-4.6839913682412435	726.975470326194	-9.531244583858697	1283.0948909700044	
26420000	-8692.328786096863	-8525.07235464312	-167.25643145374303	-8525.07235464312	3629.4243637360755	0.8794146968856691	-154.8818677203106	6.16747747263514E-4	0.9485666838913045	0.05143331610869627	3.9503341857971474E-5	-5.7683901936153195	713.9132284062476	-5.7267588429314475	1063.663195606046	
26430000	-8692.430293334524	-8521.57659053905	-170.85370279547286	-8521.57659053905	3492.615636729912	1.007302395256206	-156.1558630458816	6.361316044740206E-4	0.9447634639644776	0.05523653603552305	3.504948526019026E-5	-4.605634141869832	730.7558426133953	-9.084903212465214	1266.863054515699	
26440000	-8686.953976464583	-8518.957389016385	-167.99658744819854	-8518.957389016385	4063.3174683416523	0.889556477079175	-155.44377942199915	8.769684417801321E-4	0.9482480150370227	0.05175198496297791	4.1356313298465955E-5	-5.596348312581351	714.8658063611302	-6.066903236538878	1104.1916040135782	
26450000	-8691.48530027821	-8524.416120097545	-167.06918018066483	-8524.416120097545	3235.868866267728	1.0085517873657717	-154.9733159422041	9.66369469431663E-4	0.9470129055728198	0.05298709442718083	3.975934173790181E-5	-4.574860042748936	744.3182000800597	-6.512452408346032	1140.594714634176	
26460000	-8699.682668723273	-8527.428013529814	-172.25465519345858	-8527.428013529814	3976.168327978212	1.0033187834633726	-157.2767408758289	7.793819696124724E-4	0.9360844207440617	0.06391557925593888	3.9975955470849916E-5	-4.62711768302905	729.4638392703381	-9.34747785113727	1276.5273632733117	
26470000	-8690.703118933981	-8521.639108397043	-169.0640105369377	-8521.639108397043	3636.7820248579137	0.8744712504013381	-155.85491178475243	8.464177183590328E-4	0.938746377387323	0.06125362261267756	3.970479785418729E-5	-4.556044381567609	737.6524255516678	-7.778583120216315	1212.3428548844322	
26480000	-8695.523594635519	-8525.635413639253	-169.888180996265	-8525.635413639253	3638.5509653070094	0.8744712504013381	-156.6424558263088	7.495278204422705E-4	0.9401014596825178	0.05989854031748281	3.682776689275751E-5	-4.556198133987823	737.5235373848697	-7.815055785567017	1214.0535945212905	
26490000	-8696.838180761846	-8526.307011481375	-170.53116928047223	-8526.307011481375	4096.4792915337	0.797400419353593	-156.66250198437777	8.044433416800897E-4	0.9438875735863398	0.05611242641366075	3.909028753670096E-5	-5.541968905064252	810.0001491306103	-7.5292979716766375	1200.2592945400474	
26500000	-8692.718376723817	-8522.443194944077	-170.27518177974002	-8522.443194944077	3853.49375130682	1.0656121052850447	-156.69646628382745	8.360880246550499E-4	0.9427610247123848	0.05723897528761578	3.8980480527951234E-5	-4.595043926091754	747.1417959103367	-7.918059464535767	1218.812739361446	
26510000	-8698.039475003181	-8525.188034425764	-172.85144057741724	-8525.188034425764	4277.108662749484	0.9168345733738021	-159.1524768242481	9.468071169254516E-4	0.9432409476724529	0.05675905232754755	3.534936697182347E-5	-4.555610263685725	738.5528391405468	-8.226518916109601	1232.4826959976522	
26520000	-8695.11095562631	-8525.867188162876	-169.2437674634345	-8525.867188162876	3488.4067593634577	0.9749302954634396	-156.09417399517818	9.499476792979893E-4	0.9497806764972823	0.05021932350271813	3.6088329415146925E-5	-4.6101810002521795	730.4565443080002	-7.564482172540698	1202.0085866169027	
26530000	-8696.658411375773	-8525.894891047043	-170.76352032873064	-8525.894891047043	3592.0968995165304	0.9571079837191321	-156.9707760073813	8.578408835285682E-4	0.9497806764972823	0.05021932350271813	3.441465515927182E-5	-5.02268252419875	778.6659027541971	-7.81295381343144	1213.9553735823747	
26540000	-8691.68310902132	-8523.172210638884	-168.51089838243573	-8523.172210638884	3585.2503454996663	0.8712763049220128	-156.35939775650155	6.08620501638118E-4	0.9472629473526628	0.0527370526473376	3.888184808178197E-5	-4.571814295699924	733.8375246199535	-6.708410025312208	1153.9026514469094	
26550000	-8687.660153110699	-8519.98096805044	-167.67918506025796	-8519.98096805044	3744.9687374498412	0.8858422067411403	-155.1340662720415	8.22543754646403E-4	0.9508472081319339	0.04915279186806641	3.523857211526439E-5	-4.576641229534358	733.2452081692185	-7.08263535194099	1176.5517846269602	
26560000	-8691.198894984254	-8518.066680708955	-173.13221427529987	-8518.066680708955	4276.00017873437	0.8912575333660451	-157.42117373768505	7.590209741489004E-4	0.9496364987871423	0.05036350121285807	3.4873027202527445E-5	-5.9154933262034355	713.2116581520601	-8.90428967804533	1260.0069598627147	
26570000	-8686.552563915247	-8516.050230468149	-170.50233344709852	-8516.050230468149	4187.579330555806	0.8480683677298043	-157.28952244472276	5.808951072797314E-4	0.9488271331295052	0.05117286687049516	3.4100587691022666E-5	-4.849062608942428	767.605069122632	-7.515680025703525	1199.5781203694814	
26580000	-8688.33803901833	-8522.320900838575	-166.0171381797562	-8522.320900838575	3879.672079319514	0.8480683677298043	-154.65428818991973	9.744145429325003E-4	0.9414033206652355	0.05859667933476487	4.487189368775365E-5	-4.579302576324466	732.9521645550977	-5.935479045782192	1090.7050524049712	
26590000	-8691.044634612488	-8523.782971291424	-167.26166332106376	-8523.782971291424	3123.7661496378764	0.9415116550124578	-154.9190419459011	6.703482299244023E-4	0.9416980610198287	0.05830193898017164	3.760043359254177E-5	-4.569022691897813	734.2276146734046	-6.832087028252406	1161.7391918527876	
26600000	-8690.151413867805	-8518.215820932635	-171.93559293516887	-8518.215820932635	4029.29490089988	0.9579542401408667	-157.69189027350689	9.342223036226357E-4	0.943398249611915	0.056601750388085285	3.604364318289304E-5	-4.880018484487539	722.0909344600213	-8.405729937033557	1240.0675412395767	
26610000	-8693.229147973303	-8522.927467164338	-170.3016808089653	-8522.927467164338	3607.3465985823664	0.9615721677551409	-156.81929382297642	9.362199980422123E-4	0.9418042662765522	0.05819573372344803	4.136775485174768E-5	-4.566961464025334	742.8760347504357	-7.953853354208418	1220.442492955222	
26620000	-8695.14218894304	-8522.82590798919	-172.3162809538507	-8522.82590798919	3811.718318975186	0.829240268565736	-158.0819312161528	0.001009024122041073	0.9508995687855901	0.04910043121441009	3.1870173574440436E-5	-5.015846283022231	778.2430537873872	-8.389263186109929	1239.3806369327797	
26630000	-8698.025384745204	-8529.757606920375	-168.2677778248288	-8529.757606920375	3842.5675850387506	0.888371745848343	-155.8411434246955	7.586193888953715E-4	0.9508995687855901	0.04910043121441009	3.430632991379095E-5	-4.941606448696521	773.5968668909455	-6.596656205588467	1146.4614274405178	
26640000	-8695.564495119897	-8525.727743910871	-169.83675120902666	-8525.727743910871	3880.6001780466477	0.7958399398659652	-157.339362743025	8.35232984526021E-4	0.9408417795410019	0.0591582204589983	3.794918106639823E-5	-4.556938502927747	739.9140831557816	-7.144610023207939	1180.027848068857	
26650000	-8696.225018921125	-8525.811283404117	-170.41373551700724	-8525.811283404117	3335.7083866818925	0.9410351265939395	-157.79069233613376	0.001243159077554936	0.9423632710869136	0.05763672891308657	4.177679253809582E-5	-4.80439750168944	723.5992565215608	-6.877610552590106	1164.529744022006	
26660000	-8698.461964669868	-8530.652786984681	-167.8091776851878	-8530.652786984681	3696.9966927299743	0.9475516054305277	-155.09524368567253	7.100162799537844E-4	0.9363704684791343	0.06362953152086585	4.7761570262523074E-5	-4.730491596246651	725.4704203882392	-7.035890797838077	1173.8839888342404	
26670000	-8694.218806305103	-8523.58504749508	-170.63375881002318	-8523.58504749508	3081.903610374347	0.9475516054305277	-157.9685051327281	0.0015368893912402735	0.9421516065640083	0.057848393435991866	4.4099531544288334E-5	-4.886036953939142	770.0332435044766	-6.831665117925419	1161.7131039051972	
26680000	-8688.886807525143	-8517.273118512505	-171.61368901263822	-8517.273118512505	3860.927072759341	0.9475516054305277	-157.418474193306	9.982259194590577E-4	0.9451419235093542	0.05485807649064603	3.7292466142480574E-5	-4.595218634935321	731.5122117305996	-8.652444578966378	1250.1333988004646	
26690000	-8695.984837713373	-8526.170300758216	-169.81453695515654	-8526.170300758216	4182.080941987685	0.8325076844563937	-156.51421186530487	8.526553020590787E-4	0.9453619016280759	0.054638098371924314	3.610484718079931E-5	-4.839604365377929	766.9748577658427	-7.628213040017325	1205.139187910285	
26700000	-8699.636353473488	-8529.552509121135	-170.08384435235308	-8529.552509121135	3140.4407794923945	0.8178694537201391	-155.5730173710376	5.687573013896097E-4	0.9447438393785126	0.05525616062148752	3.891116801881266E-5	-5.578230152348163	714.9760046282514	-8.114727375247186	1227.6233140982893	
26710000	-8691.956013419653	-8526.73339841278	-165.22261500687276	-8526.73339841278	2962.4886362527814	0.8766716972500102	-153.83319965676944	6.640559645256924E-4	0.9416904324185154	0.05830956758148481	4.418112046980413E-5	-4.902171143876233	721.7036848670693	-5.610572508977071	1041.5845619874267	
26720000	-8689.734780708633	-8521.335896024744	-168.39888468388835	-8521.335896024744	3746.92734270007	0.8887142830145585	-155.70680151545963	6.850911223468856E-4	0.9416904324185154	0.05830956758148481	3.782010581462301E-5	-4.812023299207979	723.4317513892241	-6.991345586206185	1171.3030570079484	
26730000	-8691.416079349605	-8522.51669062465	-168.89938872495532	-8522.51669062465	3551.107691410935	0.8505429584781132	-156.95483669246397	0.0011553855298334877	0.9450835177660772	0.05491648223392301	3.9591682866309194E-5	-4.89351502685114	721.8524924056063	-6.200494047162086	1116.308669321708	
26740000	-8694.735945225884	-8525.401139074587	-169.3348061512974	-8525.401139074587	3233.429563993065	0.9264640609286686	-156.06042722864282	0.001124912013153195	0.9372908199539051	0.06270918004609524	4.316742814444667E-5	-4.591585481705899	746.7092290177155	-7.756329380020032	1211.2922459924769	
26750000	-8692.74598241537	-8523.668091311289	-169.07789110408103	-8523.668091311289	4044.691646533356	0.8967291487267216	-156.48733342642092	6.313579753218405E-4	0.9411162457489186	0.058883754251081714	4.065795728282751E-5	-4.573105172686841	733.6701398933831	-7.1207233562465495	1178.6960904470932	
26760000	-8692.844511257497	-8524.159293012404	-168.68521824509276	-8524.159293012404	3268.3967551888786	1.0110036473696895	-156.46453119131613	0.001105516415279295	0.9442988061658024	0.05570119383419798	3.869013912874323E-5	-4.622997877772711	729.6900427655711	-6.586685528634243	1145.7790663601245	
26770000	-8691.437873416502	-8521.42355017251	-170.01432324399096	-8521.42355017251	3463.4273173753327	0.9422445380921886	-156.40685281882838	5.920076692560573E-4	0.943663727251654	0.05633627274834647	3.742873991503325E-5	-5.102382449502793	783.5507624041593	-7.5628434375676115	1201.927448276595	
26780000	-8693.580949632464	-8521.626123078073	-171.9548265543902	-8521.626123078073	4916.051421510763	0.8606556630797122	-158.8284842079215	5.393666322965294E-4	0.950565699218708	0.04943430078129246	3.289408585595409E-5	-4.70086728032296	726.389822697379	-7.564819403066016	1202.025279798012	
26790000	-8694.860757357776	-8527.933295011177	-166.92746234659842	-8527.933295011177	3201.0996312217603	0.9135628776591769	-154.61272006452063	6.112496357102362E-4	0.9461338555905101	0.05386614440949038	3.88288813325116E-5	-4.72414369215267	725.6572931649547	-6.677035712265925	1151.8503864383072	
26800000	-8693.490456428364	-8523.868794329848	-169.62166209851597	-8523.868794329848	3450.942252178019	0.911027792919063	-157.17952863798985	4.928648479312871E-4	0.9493425889384256	0.050657411061574835	3.6733455519369914E-5	-4.562017039063054	741.7281644880131	-6.969088628544012	1169.9988181930244	
26810000	-8690.95019983076	-8525.897127020557	-165.053072810204	-8525.897127020557	3063.41986182723	0.9102520700395167	-153.73900165667806	0.001033415620462327	0.9461737465586367	0.05382625344136365	4.029524408858176E-5	-4.811353130693013	723.4463141220634	-5.592465952793389	1036.9749194997432	
26820000	-8692.73579356904	-8523.600457253064	-169.13533631597565	-8523.600457253064	3465.3563463079568	0.8369388051426989	-155.75640413121454	7.171482531526012E-4	0.9418853683093342	0.05811463169066618	4.0067508697641405E-5	-5.091767769662089	782.9042552845862	-7.450225609956339	1196.2710824733779	
26830000	-8693.68211387179	-8525.959368647511	-167.7227452242779	-8525.959368647511	2946.959773993415	1.0039299108545	-154.3712898426713	7.774171015901914E-4	0.9431585123624339	0.056841487637566586	3.91688702483743E-5	-4.555665238332626	738.7651667763053	-7.791860232419461	1212.9672046690146	
26840000	-8694.006245781586	-8524.338040829605	-169.66820495198093	-8524.338040829605	3567.165353825727	1.0039299108545	-155.8211263397027	7.316789501291844E-4	0.9416315343539242	0.0583684656460762	4.010672097740721E-5	-4.634438327092489	729.0820107274526	-8.208710374331252	1231.715414037931	
26850000	-8696.365313953125	-8527.210930861174	-169.15438309195125	-8527.210930861174	3756.88261874247	0.7992298652721418	-157.3713008413105	4.842066796690321E-4	0.9418318150763263	0.05816818492367411	4.0771380196974774E-5	-4.55560598978572	738.5054794581126	-6.428246395582882	1134.4721291859482	
26860000	-8694.197610782734	-8521.577599893859	-172.62001088887547	-8521.577599893859	4026.337555082928	0.8208966626772423	-157.691061228963	5.924643508789054E-4	0.9418084219325136	0.058191578067486795	3.624072291563897E-5	-4.98550092380419	776.3568163359165	-9.122552073431041	1268.2701382650807	
26870000	-8690.38978605701	-8519.273378839103	-171.11640721790758	-8519.273378839103	3518.6037151200585	0.8615615090335824	-156.58084056544934	5.488451453642927E-4	0.9435171265407317	0.05648287345926867	4.0652748796446116E-5	-4.645174491751203	752.3472254433049	-9.028830651673477	1264.753543223909	
26880000	-8695.215776866637	-8517.125884707142	-178.08989215949416	-8517.125884707142	4353.034631990385	0.8615615090335824	-158.80621917612697	7.676903471261398E-4	0.9435171265407317	0.05648287345926867	3.527139959295914E-5	-4.759299642547489	761.4219445803739	-13.662811831786115	1403.4526765952446	
26890000	-8692.011027629727	-8523.131318131655	-168.87970949807308	-8523.131318131655	4446.624610984553	0.7796631105164515	-156.47745986806314	6.752299011425016E-4	0.9431660388068843	0.05683396119311609	4.2080995790211204E-5	-4.55721460353154	740.0607500987747	-7.065371915961935	1175.5712503099053	
26900000	-8691.597823553482	-8523.680556793495	-167.9172667599861	-8523.680556793495	3672.9767085124045	0.8981194986237911	-155.65602060826586	8.246162648334593E-4	0.9459013182563828	0.05409868174361763	3.584748229370833E-5	-4.706006820940387	757.4408122363977	-6.65711983215604	1150.5331267836602	
26910000	-8692.655700077845	-8520.570756625015	-172.08494345282926	-8520.570756625015	4518.152526934924	0.8702648311170332	-157.84879662174015	7.396635470437184E-4	0.9457995149776961	0.05420048502230436	3.50259712286195E-5	-5.514512782692488	715.3807999886556	-7.851369217279595	1215.7433891495557	
26920000	-8693.915909214329	-8528.487488798022	-165.4284204163063	-8528.487488798022	3119.587148024522	1.002088349113284	-153.68086172456165	8.877765614887062E-4	0.9390332158695326	0.060966784130467966	4.609291812294069E-5	-4.834828864774306	722.9532309442782	-5.910641477857065	1087.9241444273757	
26930000	-8693.352066000823	-8523.607504360056	-169.7445616407685	-8523.607504360056	3500.2940338243943	0.9790529460049873	-157.28978019776653	0.001270982212473669	0.9368753202714797	0.06312467972852095	4.8186555418459084E-5	-4.836958588796324	722.9101499988758	-6.638769908200636	1149.3091550446838	
26940000	-8692.42881475521	-8520.003324011654	-172.42549074355628	-8520.003324011654	4498.142926814139	1.027313750068041	-157.9428626536988	9.300057861184544E-4	0.9423695689412392	0.05763043105876144	3.9697161610774537E-5	-6.450829571144264	711.2593003951256	-7.004484768645204	1172.0683613830527	
26950000	-8698.110199125782	-8530.140985700256	-167.9692134255261	-8530.140985700256	3226.6949007822577	0.8860808033809108	-154.5470696385185	7.915543277807408E-4	0.9439315193581753	0.05606848064182541	4.007952901757036E-5	-4.793015020353343	723.8569043197824	-7.743047963273353	1210.6627277940067	
26960000	-8688.940251491673	-8519.697385070067	-169.24286642160578	-8519.697385070067	3692.159045149164	0.8860808033809108	-156.32967634279242	0.0010135812116982426	0.937574250617342	0.06242574938265877	4.339589715367914E-5	-4.7099500214008465	726.0945311334451	-7.31715925403159	1189.370036428091	
26970000	-8686.355990406293	-8518.294039471648	-168.06195093464603	-8518.294039471648	3810.238373339723	0.8896776697561107	-155.7881636501715	6.524779336839028E-4	0.9500651489010897	0.04993485109891117	3.504023027957676E-5	-4.597466757656495	747.4360942486135	-6.786642857061925	1158.9046341595588	
26980000	-8695.886184447718	-8524.036774858065	-171.84940958965223	-8524.036774858065	3856.918036087868	0.8779247416942462	-157.87409109804415	4.748164453488864E-4	0.9344361726347419	0.06556382736525897	4.362349140473991E-5	-4.671516423429847	754.6527806720039	-8.42587732648399	1240.9053178031247	
26990000	-8690.356440811971	-8525.658385125378	-164.6980556865931	-8525.658385125378	3159.65868456574	0.8821946383711274	-153.20070445617148	9.096766925067761E-4	0.9420137767810046	0.05798622321899621	4.6903283755854826E-5	-4.795041434103844	763.9442640796312	-5.820115157946672	1076.9423730793258	
